2025-11-25T16:32:40.197Z [INFO] 🚀 Server running on port 5000 
2025-11-25T16:32:40.198Z [INFO] 📱 API endpoints available at http://localhost:5000/api 
2025-11-25T16:32:40.198Z [INFO] 🌍 Environment: development 
2025-11-25T16:48:05.955Z [INFO] SIGINT received, shutting down gracefully 
2026-01-21T15:15:03.485Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:15:05.125Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:15:06.306Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:15:52.925Z [INFO] POST /api/wallet/book {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:15:53.063Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:15:55.864Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:16:00.137Z [INFO] GET /api/auth/profile {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:16:00.164Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:16:13.565Z [INFO] POST /api/auth/login {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:16:26.860Z [INFO] POST /api/auth/login {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:16:27.752Z [INFO] GET /api/admin/dashboard {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:27:16.391Z [INFO] POST /api/auth/login {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:27:17.124Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:27:17.155Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:27:17.188Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:27:19.848Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:30:26.951Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:30:26.953Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:30:26.982Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:30:49.565Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:30:54.778Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:31:01.092Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:31:42.279Z [INFO] POST /api/wallet/topup {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:31:53.457Z [INFO] GET /api/admin/dashboard {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T15:32:28.536Z [INFO] GET /api/admin/users {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T15:32:30.047Z [INFO] GET /api/admin/wallet/topups {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T15:32:31.647Z [INFO] PUT /api/admin/wallet/topups/7 {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T15:32:31.798Z [INFO] GET /api/admin/wallet/topups {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T15:32:37.941Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:32:40.247Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:32:58.877Z [INFO] POST /api/wallet/book {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:32:59.006Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:33:02.020Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:48:33.639Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:48:33.647Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:48:33.653Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:48:52.982Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:49:50.819Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:49:55.195Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:50:21.252Z [INFO] POST /api/wallet/book {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:50:21.421Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:50:23.516Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:58:14.095Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:58:14.109Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:58:14.121Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:58:28.108Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:58:47.083Z [INFO] POST /api/wallet/book {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:58:47.225Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T15:58:49.575Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:05:17.405Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:05:17.429Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:05:17.447Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:05:21.027Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:13:23.325Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:13:23.334Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:13:23.357Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:19:44.290Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:19:44.299Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:19:44.329Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:19:47.121Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:19:54.868Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:19:55.987Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:20:00.349Z [INFO] GET /api/auth/profile {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:20:00.356Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:20:35.488Z [INFO] POST /api/auth/login {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:20:36.266Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:20:36.286Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:20:36.290Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:20:38.255Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:23:24.447Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:23:24.459Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:23:24.466Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:23:27.815Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:28:53.342Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:28:53.381Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:28:53.408Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:28:55.099Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:31:44.226Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:31:45.889Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:32:06.057Z [INFO] POST /api/wallet/book {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:32:06.150Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:32:08.380Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:37:35.720Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"}
2026-01-21T16:41:20.211Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:41:20.218Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:41:20.226Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T16:41:23.740Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:26:56.599Z [INFO] GET /api/admin/dashboard {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:27:03.212Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:27:05.843Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:27:05.850Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:27:05.866Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:27:10.635Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:27:18.397Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:27:24.293Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:28:10.629Z [INFO] POST /api/wallet/book {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:28:10.769Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:28:13.306Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:28:26.264Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:31:19.573Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:31:19.582Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:31:19.596Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:31:23.239Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:31:25.366Z [INFO] PUT /api/bookings/20/cancel {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:31:25.422Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:32:57.315Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:32:57.317Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:32:57.333Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:33:27.159Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:34:47.158Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:34:47.161Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:34:47.190Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:34:49.809Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:35:22.755Z [INFO] PUT /api/bookings/19/cancel {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:35:22.793Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:37:20.673Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:37:20.681Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:37:20.686Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:37:22.618Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:38:18.603Z [INFO] POST /api/auth/login {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:38:19.382Z [INFO] GET /api/admin/dashboard {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:38:23.736Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:38:25.927Z [INFO] PUT /api/admin/bookings/21/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:38:25.979Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:38:29.300Z [INFO] PUT /api/admin/bookings/21/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:38:29.327Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:40:32.518Z [INFO] PUT /api/admin/bookings/21/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:40:32.548Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:40:34.942Z [INFO] PUT /api/admin/bookings/21/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:40:34.979Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:46:32.056Z [INFO] PUT /api/bookings/21/cancel {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:46:32.083Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:49:43.881Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:49:43.883Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:49:43.909Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:49:52.033Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:50:26.548Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:50:26.573Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:50:26.586Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:50:28.978Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:50:35.463Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:50:35.467Z [INFO] GET /api/auth/profile {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:50:36.882Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:52:29.349Z [INFO] POST /api/auth/login {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:52:29.821Z [INFO] GET /api/admin/dashboard {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:52:33.336Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:52:34.903Z [INFO] PUT /api/admin/bookings/21/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:52:34.939Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:52:36.165Z [INFO] PUT /api/admin/bookings/21/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:52:36.189Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:52:37.351Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T17:57:29.655Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.16","userAgent":"Android mobile client"}
2026-01-21T17:58:17.845Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:58:17.880Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:58:17.923Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:58:20.595Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:59:41.288Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:59:41.298Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:59:41.322Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T17:59:46.735Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T18:00:06.707Z [INFO] POST /api/wallet/book {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T18:00:06.819Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T18:00:09.265Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T18:00:34.012Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T18:00:34.031Z [INFO] GET /api/fields {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T18:00:34.041Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T18:00:39.456Z [INFO] GET /api/admin/dashboard {"ip":"192.168.1.16","userAgent":"Android mobile client"}
2026-01-21T18:00:40.755Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T18:01:07.038Z [INFO] POST /api/wallet/book {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T18:01:07.197Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T18:01:10.386Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T18:01:31.485Z [INFO] GET /api/admin/dashboard {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:01:34.407Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:01:36.089Z [INFO] PUT /api/admin/bookings/22/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:01:36.170Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:01:37.937Z [INFO] PUT /api/admin/bookings/22/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:01:37.967Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:01:38.578Z [INFO] PUT /api/admin/bookings/22/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:01:39.181Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:01:40.200Z [INFO] PUT /api/admin/bookings/22/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:01:40.549Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:01:45.085Z [INFO] PUT /api/bookings/23/cancel {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T18:01:45.133Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T18:02:22.060Z [INFO] PUT /api/admin/bookings/22/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:22.093Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:22.780Z [INFO] PUT /api/admin/bookings/22/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:22.804Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:23.060Z [INFO] PUT /api/admin/bookings/22/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:23.094Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:23.344Z [INFO] PUT /api/admin/bookings/22/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:23.542Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:24.473Z [INFO] PUT /api/admin/bookings/22/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:24.512Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:24.698Z [INFO] PUT /api/admin/bookings/22/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:24.741Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:25.201Z [INFO] PUT /api/admin/bookings/22/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:25.204Z [INFO] PUT /api/admin/bookings/22/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:25.243Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:25.260Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:25.669Z [INFO] PUT /api/admin/bookings/22/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:25.689Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:25.771Z [INFO] PUT /api/admin/bookings/22/status {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:02:25.989Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:12:42.624Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:12:56.524Z [INFO] PUT /api/bookings/22/cancel {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T18:12:56.582Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.13","userAgent":"Android mobile client"}
2026-01-21T18:17:55.839Z [INFO] GET /api/admin/bookings {"ip":"192.168.1.16","userAgent":"Android mobile client"}
2026-01-21T18:20:06.201Z [INFO] GET /api/admin/dashboard {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:20:12.023Z [INFO] POST /api/auth/login {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:20:12.986Z [INFO] GET /api/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:20:13.015Z [INFO] GET /api/fields {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:20:13.036Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:20:16.703Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:20:28.726Z [INFO] POST /api/wallet/book {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:20:28.863Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:20:30.699Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:20:32.360Z [INFO] PUT /api/bookings/24/cancel {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:20:32.396Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:20:34.206Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:21:26.162Z [INFO] POST /api/wallet/topup {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:21:27.577Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:21:28.632Z [INFO] GET /api/wallet/balance {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:21:28.801Z [INFO] GET /api/auth/profile {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:21:33.783Z [INFO] POST /api/auth/login {"ip":"192.168.1.11","userAgent":"Android mobile client"}
2026-01-21T18:21:34.710Z [INFO] GET /api/admin/dashboard {"ip":"192.168.1.11","userAgent":"Android mobile client"}
